Data,Label
mera bank kaa masla hua wa aap aapna account number bhj sakta hu please,S
Hello ma kasi hu ap,N
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
mama uncle ku na bhaja ma khud a jao ga,N
ma aapke daraz ke packegae kla rahai hu plese location bata da,N
Sameed kesaa haii?,N
Mam ma aapke bank sa baat kr raha hu please aapna bank number bata da,S
hn yaar kasa ha,N
kia kerna phir aga,N
mama uncle ku na bhaja ma khud a jao ga,N
mera bank ka masla hua wa ap apna account number bhaij sakta hu please,S
mama uncle ku na bhaija ma khud a jao ga,N
Hello ma kasi hu ap,N
Aoa ma nadra sa baat kr rah hu mujh aap ke id card number ki zarurt h,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
sir ap ki lottery nikla h apna contact number shre kr da,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
Aap kyaa krrhi haiin?,N
ghair wala theek hai,N
kia chl rah h,N
maam plz aapna bank account number da da,S
ma hospital ma hu mujhai paisu ki zarurat hai,S
kia karna phir aga,N
Baba kidher hain?,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa aaap theek haiin?,N
kia khila ra phir,N
AJ KAL KAHA HUTA HA,N
kia khila ra phir,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Aoa ma nadra sa baat kr rahai hu mujhai aap ka id card number ki zarurt hai,S
ji ach tu aapka naam h card par chla otp please bhj da,S
ma apka daraz ka packagae kla raha hu please location bata da,N
ma hospital ma hu mujha paisu ki zarurat ha,S
mama uncle ku na bhaija ma khud a jao ga,N
sir ap ki lottery nikla h apna contact number shre kr da,S
Ap ka lucky draw nikla ha apna account number da da for transfer.,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Sameed kesaa hai?,N
Kyaa aap theek hain?,N
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
kia karna phir aga,N
Sameed kesaa haii?,N
ji acha tu aapka naam ha card par chala otp please bhaj da,S
Mam ma aapkaa bank sa baat kr rah hu please aapna bank number bata da,S
Ap ke bank account freeze ho gaya,S
maam please apna bank account number da da,S
maam plese apna bank account number da da,S
mama uncle ku na bhaja ma khud a jao ga,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Sameed kesaa hi?,N
mama uncle ku na bhaija ma khud a jao ga,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Ainaam jetne kei liye OTP hame bataye,S
ghar wala theek ha,N
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
Aaj khaianey mai kyaa banaya?,N
maam plese apna bank account number da da,S
Ainaam jetne kei liye OTP haime bataye,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
deye gaye number par rabta kerke ainaam jete,S
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
Hello ma kaasi hu ap,N
Mam ma apkaa bank sa baat kr rah hu please apna bank number bata da,S
Aaj mosam kesaa haii?,N
Aaap kyaa krrhi hain?,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Aaj khaney mai kyaa banaya?,N
hn yaar kesa h,N
maam plese apna bank account number da da,S
Mam ma apkaa bank sa baat kr rah hu plese apna bank number bata da,S
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
Hello ma kesi hu aap,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
ji achai tu apkaa naam hai card par chaila otp plese bhaij da,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
Ap ke lucky draw nikla h aapna account number da da for transfer.,S
Ainaam jetne kei liye OTP hame bataye,S
ji acha tu apka naam ha card par chala otp please bhaj da,S
Baba kyaa krrhey hin?,N
sir aap ki lottery nikla h aapna contact number shre kr da,S
Baba kidher hain?,N
Mam ma apkaa bank sa baat kr raha hu please apna bank number bata da,S
Ainaam jetne kei liye OTP hame bataye,S
ghr wala theek h,N
ji ach tu aapkaa naam h card par chla otp please bhj da,S
maam please aapna bank account number da da,S
kia chail rahai hai,N
Baba kidher hin?,N
maam please aapna bank account number da da,S
Sameed kesaa hi?,N
Ap ke bank account freeze ho gaya,S
ji acha tu apkaa naam ha card par chala OTP please bhaj da,S
Hello ma kesi hu ap,N
AJ KAL KAHA HUTA HA,N
sir aap ki lottery nikla h aapna contact number shre kr da,S
hn yaar kasa ha,N
deye gaye number par rabta karke ainaam jete,S
AJ KAL KAHA HUTA HA,N
ma hospital ma hu mujha paisu ki zarurat ha,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
sir aap ki lottery nikla h aapna contact number shre kr da,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Ap kaa bank account freeze ho gaya,S
Aaj khaianey mai kyaa banaya?,N
Ainaam jetne kei liye OTP hme bataye,S
Sameed kesaa haii?,N
AJ KAL KAHA HUTA HA,N
Ap ke bank account freeze ho gaya,S
hn yaar kesa ha,N
aoa uncle ma aapke cousin bat kr rah hu mujh paisa chhiya,S
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
mera bank ke masla hua wa aap aapna account number bhj sakta hu plese,S
deye gaye number par rabta kerke ainaam jete,S
mera bank ke masla hua wa aap aapna account number bhaj sakta hu plese,S
Sameed kesaa haii?,N
Sameed kesaa hai?,N
mama uncle ku na bhja ma khud a jao ga,N
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
maam please apna bank account number da da,S
Baba kyaa krrhey haiin?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
ji mam ap ka order kidr lana h,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Aaj khaaney mai kyaa banaya?,N
ji mam aap kaa order kidr lana h,N
Sameed kesaa haii?,N
Ap ka lucky draw nikla h apna account number da da for transfer.,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
Mam ma aapka bank sa baat kr rahai hu please aapna bank number bata da,S
ji achai tu apka naam hai card par chaila otp please bhaij da,S
Aaj khaaney mai kyaa banaya?,N
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
deye gaye number par rabta kerke ainaam jete,S
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
mama uncle ku na bhaja ma khud a jao ga,N
dada ki tabiyat kesi hai ab,N
Ap ke bank account freeze ho gaya,S
Mam ma aapka bank sa baat kr rah hu please aapna bank number bata da,S
Ap ke lucky draw nikla h aapna account number da da for transfer.,S
Aaap kyaa krrhi hain?,N
Ainaam jetne kei liye OTP haime bataye,S
Hello ma kaasi hu aap,N
mera bank kaa masla hua wa ap apna account number bhaij sakta hu plz,S
Aoa ma nadra sa baat kr rah hu mujh aap kaa id card number ki zarurt h,S
dada ki tabiyat kasi h ab,N
hn yaar kesa hai,N
hn yaar kaasa ha,N
ma apke daraz ke packegae kla rahai hu please location bata da,N
kia khila ra phir,N
Aoa ma nadra sa baat kr raha hu mujha ap ke id card number ki zarurt ha,S
ji mam ap ka order kidr lana hai,N
maam plese apna bank account number da da,S
Aaj khaaney mai kyaa banaya?,N
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
mera bank kaa masla hua wa aap aapna account number bhj sakta hu plese,S
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
hn yaar kaasa hai,N
mera bank ka masla hua wa ap apna account number bhaij sakta hu please,S
kia khila ra phir,N
Ap ke bank account freeze ho gaya,S
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
Ainaam jetne kei liye OTP haime bataye,S
Aoa ma nadra sa baat kr raha hu mujha aap kaa id card number ki zarurt ha,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
kia khila ra phir,N
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
mera bank ke masla hua wa aap aapna account number bhaj sakta hu please,S
kia chal raha ha,N
Sameed kesaa haii?,N
kia kaarna phir aga,N
Baba kidher hain?,N
Hello ma kaasi hu aap,N
ghar wala theek ha,N
Hello ma kasi hu aap,N
Ap ke bank account freeze ho gaya,S
kia chail rahai hai,N
maam please aapna bank account number da da,S
maam plese aapna bank account number da da,S
kia kerna phir aga,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Hello ma kaasi hu ap,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aoa ma nadra sa baat kr raha hu mujha ap ka id card number ki zarurt ha,S
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
Ainaam jetne kei liye OTP haime bataye,S
ghair wala theek hai,N
meri beti ki tabiyat khrab h plz paisa bhj da,S
Baba kidher hain?,N
Aaj mosam kesaa hai?,N
Ap ka bank account freeze ho gaya,S
ghr wala theek h,N
kia kaarna phir aga,N
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
AJ KAL KAHA HUTA HA,N
ma hospital ma hu mujh paisu ki zarurat h,S
Kyaa Sameed ka result agaya?,N
Mam ma apkaa bank sa baat kr rah hu plz apna bank number bata da,S
meri beti ki tabiyat khrab h please paisa bhj da,S
kia kaarna phir aga,N
ma apka daraz ka packagae kla raha hu plese location bata da,N
ma hospital ma hu mujha paisu ki zarurat ha,S
Baba kyaa krrhey hin?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
kia chl rah h,N
meri beti ki tabiyat khrab h please paisa bhj da,S
kia karna phir aga,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
maam plese aapna bank account number da da,S
Kyaa Sameed ka result agaya?,N
sir aapkaa total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Mam ma aapke bank sa baat kr raha hu plese aapna bank number bata da,S
Aaj khaianey mai kyaa banaya?,N
aapke account haick ho gaya haii sahi kerni kei liye OTP batayin,S
mera bank kaa masla hua wa ap apna account number bhaj sakta hu plz,S
hn yaar kasa hai,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
maam plz aapna bank account number da da,S
Ainaam jetne kei liye OTP haime bataye,S
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
Aap kyaa krrhi hain?,N
Aaap kyaa krrhi hain?,N
Ap ke lucky draw nikla ha aapna account number da da for transfer.,S
Sameed kesaa haii?,N
ghair wala theek hai,N
Sameed kesaa hai?,N
Ainaam jetne kei liye OTP hame bataye,S
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
Ainaam jetne kei liye OTP haime bataye,S
Kyaa Sameed ke result agaya?,N
ghr wala theek h,N
Kyaa aaap theek hin?,N
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
ma aapka daraz ka packagae kla rah hu please location bata da,N
Kyaa Sameed ke result agaya?,N
meri beti ki tabiyat khrab h please paisa bhj da,S
dada ki tabiyat kesi h ab,N
kia chail rahai hai,N
Ainaam jetne kei liye OTP hame bataye,S
ma hospital ma hu mujh paisu ki zarurat h,S
ma apkaa daraz kaa packaagae kla rahai hu plz location bata da,N
ma aapke daraz ke packegae kla rah hu plz location bata da,N
ji ach tu apkaa naam h card par chla OTP please bhj da,S
kia kaarna phir aga,N
dada ki tabiyat kasi hai ab,N
kia khila ra phir,N
dada ki tabiyat kaasi hai ab,N
ma aapka daraz ka packagae kla raha hu please location bata da,N
Sameed kesaa haii?,N
Aoa ma nadra sa baat kr rahai hu mujhai aap ka id card number ki zarurt hai,S
Baba kidher hin?,N
aoa uncle ma aapke cousin bat kr raha hu mujha paisa chahiya,S
kia khila ra phir,N
Ainaam jetne kei liye OTP hme bataye,S
aoa uncle ma aapka cousin bat kr raha hu mujha paisa chahiya,S
Baba kyaa krrhey haiin?,N
hn yaar kasa hai,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa Sameed kaa result agaya?,N
Kyaa aaap theek haiin?,N
Ap kaa bank account freeze ho gaya,S
kia kerna phir aga,N
ji mam ap ka order kidr lana h,N
ma hospital ma hu mujha paisu ki zarurat ha,S
kia kerna phir aga,N
kia karna phir aga,N
Sameed kesaa haii?,N
Kyaa aap theek hin?,N
kia chl rah h,N
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
ma apke daraz ke packegae kla rah hu please location bata da,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
mera bank ke masla hua wa aap aapna account number bhaj sakta hu plese,S
Ap ke bank account freeze ho gaya,S
maam plese aapna bank account number da da,S
Aap kyaa krrhi hain?,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Aaj mosam kesaa haii?,N
deye gaye number par rabta kaarke ainaam jete,S
Ap kaa bank account freeze ho gaya,S
Kyaa Sameed kaa result agaya?,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
meri beti ki tabiyat kharab ha please paisa bhaj da,S
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
Kyaa Sameed ke result agaya?,N
Kyaa Sameed ke result agaya?,N
Kyaa aap theek haiin?,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
aoa uncle ma apka cousin bat kr rahai hu mujhai paisa chaihiya,S
Kyaa aaap theek hain?,N
Ap kaa bank account freeze ho gaya,S
deye gaye number par rabta kerke ainaam jete,S
Baba kyaa krrhey hin?,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
mera bank ka masla hua wa ap apna account number bhaij sakta hu plese,S
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Aaj khaney mai kyaa banaya?,N
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
Baba kyaa krrhey hin?,N
dada ki tabiyat kasi hai ab,N
Ap ka bank account freeze ho gaya,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
meri beti ki tabiyat kharab ha please paisa bhaj da,S
aapke account haick ho gaya haii sahi kerni kei liye OTP batayin,S
Aoa ma nadra sa baat kr rah hu mujh ap kaa id card number ki zarurt h,S
ma hospital ma hu mujh paisu ki zarurat h,S
AJ KAL KAHA HUTA HA,N
kia khila ra phir,N
meri beti ki tabiyat khrab h plese paisa bhj da,S
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
apke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
hn yaar kesa h,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
Sameed kesaa hi?,N
ji mam aap kaa order kidr lana hai,N
ma apke daraz ke packegae kla raha hu please location bata da,N
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
Aap kyaa krrhi haiin?,N
Ap ke bank account freeze ho gaya,S
Aaj mosam kesaa hi?,N
mera bank ke masla hua wa ap apna account number bhaj sakta hu plz,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
kia khila ra phir,N
Baba kyaa krrhey haiin?,N
ghr wala theek h,N
mera bank ke masla hua wa aap aapna account number bhaij sakta hu please,S
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
maam please aapna bank account number da da,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
Aaj khaaney mai kyaa banaya?,N
mama uncle ku na bhaija ma khud a jao ga,N
ma apke daraz ke packegae kla rah hu plz location bata da,N
Baba kidher haiin?,N
Baba kyaa krrhey hin?,N
Mam ma aapkaa bank sa baat kr raha hu please aapna bank number bata da,S
maam plese aapna bank account number da da,S
deye gaye number par rabta kerke ainaam jete,S
Ap ke bank account freeze ho gaya,S
dada ki tabiyat kesi hai ab,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Ap kaa bank account freeze ho gaya,S
Aaj mosam kesaa haii?,N
Baba kyaa krrhey hain?,N
Baba kidher hain?,N
Baba kidher hin?,N
maam please aapna bank account number da da,S
ji mam ap kaa order kidr lana h,N
dada ki tabiyat kasi hai ab,N
mera bank kaa masla hua wa aap aapna account number bhaj sakta hu plz,S
Ap kaa bank account freeze ho gaya,S
Ap kaa lucky draw nikla hai aapna account number da da for transfer.,S
ghr wala theek h,N
Ap kaa bank account freeze ho gaya,S
Kyaa Sameed kaa result agaya?,N
mera bank ka masla hua wa aap aapna account number bhaj sakta hu plz,S
Ap ke bank account freeze ho gaya,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aoa ma nadra sa baat kr rahai hu mujhai aap ka id card number ki zarurt hai,S
Kyaa aap theek hain?,N
hn yaar kesa h,N
Baba kidher hin?,N
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
ghair wala theek hai,N
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
dada ki tabiyat kaasi ha ab,N
ji acha tu apkaa naam ha card par chala OTP plese bhaj da,S
Aaj mosam kesaa hi?,N
Aaj mosam kesaa haii?,N
Ainaam jetne kei liye OTP hame bataye,S
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
hn yaar kaasa h,N
deye gaye number par rabta karke ainaam jete,S
Hello ma kaasi hu aap,N
Hello ma kaasi hu aap,N
ji mam ap ka order kidr lana h,N
ma hospital ma hu mujha paisu ki zarurat ha,S
kia chal raha ha,N
aoa uncle ma aapka cousin bat kr rah hu mujh paisa chhiya,S
hn yaar kasa ha,N
maam plese aapna bank account number da da,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Ap ka lucky draw nikla hai apna account number da da for transfer.,S
Hello ma kaasi hu ap,N
Baba kidher haiin?,N
Hello ma kasi hu ap,N
aoa uncle ma aapkaa cousin bat kr rah hu mujh paisa chhiya,S
mera bank ka masla hua wa aap aapna account number bhaij sakta hu plz,S
ji ach tu aapkaa naam h card par chla OTP plz bhj da,S
mama uncle ku na bhaja ma khud a jao ga,N
Aap kyaa krrhi hin?,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
sir ap ki lottery nikla hai apna contact number shaire kr da,S
AJ KAL KAHA HUTA HA,N
Mam ma apke bank sa baat kr rah hu plese apna bank number bata da,S
mama uncle ku na bhja ma khud a jao ga,N
